농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
95-살균-7,제조,고추,탄저병,테부코나졸 액상수화제,Tebuconazole,20%,파미조아,Ⅳ급(저독성),Ⅲ급,살균,2023-03-07,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,바이오캠주식회사
95-살균-7,제조,단고추류,탄저병,테부코나졸 액상수화제,Tebuconazole,20%,파미조아,Ⅳ급(저독성),Ⅲ급,살균,2023-03-07,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,바이오캠주식회사
95-살균-2,제조,고추,탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,파밍탑,Ⅳ급(저독성),Ⅲ급,살균,2023-03-07,사1,2000배,-,발생초기,경엽처리,수확7일전,2회,액상수화제,바이오캠주식회사
95-살균-2,제조,단고추류,탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,파밍탑,Ⅳ급(저독성),Ⅲ급,살균,2023-03-07,사1,2000배,-,발생초기,경엽처리,수확7일전,2회,액상수화제,바이오캠주식회사
39-살균-61,제조,고추(단고추류포함),탄저병,테부코나졸 액상수화제,Tebuconazole,20%,파스칼,Ⅳ급(저독성),Ⅲ급,살균,2021-06-25,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)천지인바이오텍
75-살균-4,제조,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,파이토가드,Ⅳ급(저독성),Ⅱ급,살균,2021-01-14,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
75-살균-4,제조,단고추류,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,파이토가드,Ⅳ급(저독성),Ⅱ급,살균,2021-01-14,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
46-살균-482,제조,고추,탄저병,디티아논 수화제,Dithianon,75%,팜한농디치,Ⅳ급(저독성),Ⅰ급,살균,1998-07-15,카,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,4회,수화제,(주)팜한농
46-살균-91,제조,고추,탄저병,베노밀 수화제,Benomyl,50%,팜한농베노밀,Ⅳ급(저독성),Ⅱ급,살균,1989-02-17,나1,1500배,-,발병초부터 10일간격,경엽처리,수확2일전,4회,수화제,(주)팜한농
46-살균-28,제조,고추,탄저병,캡탄 수화제,Captan,50%,팜한농캡탄,Ⅳ급(저독성),Ⅰ급,살균,1981-03-02,카,500배,-,발생초기 10일간격,경엽처리,수확2일전,3회,수화제,(주)팜한농
46-살균-28,제조,단고추류,탄저병,캡탄 수화제,Captan,50%,팜한농캡탄,Ⅳ급(저독성),Ⅰ급,살균,1981-03-02,카,500배,-,발생초기 10일간격,경엽처리,수확2일전,3회,수화제,(주)팜한농
46-살균-542,제조,고추,탄저병,캡탄.폴리옥신비 수화제,Captan+Polyoxin B,65(60+5)%,팜한농포리캡탄,Ⅳ급(저독성),Ⅰ급,살균,1984-07-12,카+아4,800배,-,발생초기 10일간격,경엽처리,수확3일전,2회,수화제,(주)팜한농
46-살균-542,제조,단고추류,탄저병,캡탄.폴리옥신비 수화제,Captan+Polyoxin B,65(60+5)%,팜한농포리캡탄,Ⅳ급(저독성),Ⅰ급,살균,1984-07-12,카+아4,800배,-,발생초기 10일간격,경엽처리,수확3일전,2회,수화제,(주)팜한농
19-살균-176,제조,고추(단고추류포함),탄저병,트리플록시스트로빈 수화제,Trifloxystrobin,25%,퍼펙쉴드,Ⅳ급(저독성),Ⅰ급,살균,2017-12-29,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,인바이오(주)
19-살균-176,제조,고추(잎),탄저병,트리플록시스트로빈 수화제,Trifloxystrobin,25%,퍼펙쉴드,Ⅳ급(저독성),Ⅰ급,살균,2017-12-29,다3,2000배,-,발병초기,경엽처리,수확7일전,1회,수화제,인바이오(주)
45-살균-99,제조,고추,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,퍼펙트가드,Ⅳ급(저독성),Ⅰ급,살균,2022-12-20,카,1000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,선문그린사이언스(주)
62-살균-36,제조,고추(단고추류포함),탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,퍼펙트가드,Ⅳ급(저독성),Ⅰ급,살균,2021-07-20,카,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,지넥스(주)
45-살균-99,제조,단고추류,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,퍼펙트가드,Ⅳ급(저독성),Ⅰ급,살균,2022-12-20,카,1000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,선문그린사이언스(주)
63-살균-71,제조,고추,탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,펀지킬,Ⅳ급(저독성),Ⅰ급,살균,2022-11-15,다3,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,(주)케이씨생명과학
63-살균-71,제조,단고추류,탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,펀지킬,Ⅳ급(저독성),Ⅰ급,살균,2022-11-15,다3,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,(주)케이씨생명과학
14-살균-119,제조,고추,탄저병,디메토모르프.디티아논 수화제,Dimethomorph+Dithianon,38(8+30)%,포룸디,Ⅳ급(저독성),Ⅰ급,살균,1993-04-30,아5+카,500배,-,발병초부터 10일간격,경엽처리,수확7일전,2회,수화제,한국삼공(주)
8-살균-181,제조,고추,탄저병,디메토모르프.디티아논 수화제,Dimethomorph+Dithianon,38(8+30)%,포룸디,Ⅳ급(저독성),Ⅰ급,살균,1999-01-27,아5+카,500배,-,발병초부터 10일간격,경엽처리,수확7일전,2회,수화제,(주)농협케미컬
1-살균-181,제조,고추(단고추류포함),탄저병,디메토모르프.만코제브 수화제,Dimethomorph+Mancozeb,74.2(7.5+66.7)%,포룸만,Ⅳ급(저독성),Ⅱ급,살균,1995-04-12,아5+카,500배,-,장마직전 10일간격,경엽처리,수확14일전,3회,수화제,(주)경농
6-살균-255,제조,고추(단고추류포함),탄저병,피라클로스트로빈.테부코나졸 액상수화제,Pyraclostrobin+Tebuconazole,18(9+9)%,포르투나,Ⅳ급(저독성),Ⅰ급,살균,2015-07-23,다3+사1,2000배,-,발병초 10일간격  ,경엽처리,수확5일전,2회,액상수화제,에스비성보주식회사
14-살균-37,수입,고추,탄저병,메티람 입상수화제,Metiram,60%,포리람골드,Ⅳ급(저독성),Ⅲ급,살균,2021-07-29,카,500배,-,발생초기 10일간격,경엽처리,수확3일전,3회,입상수화제,한국삼공(주)
14-살균-37,수입,단고추류,탄저병,메티람 입상수화제,Metiram,60%,포리람골드,Ⅳ급(저독성),Ⅲ급,살균,2021-07-29,카,500배,-,발생초기 10일간격,경엽처리,수확3일전,3회,입상수화제,한국삼공(주)
6-살균-192,제조,고추(단고추류포함),탄저병,디페노코나졸.티오파네이트메틸 액상수화제,Difenoconazole+Thiophanate-methyl,24(4+20)%,포커스,Ⅳ급(저독성),Ⅲ급,살균,2008-03-31,사1+나1,1000배,-,발병초 10일간격,경엽처리,수확5일전,3회,액상수화제,에스비성보주식회사
2-살균-295,제조,고추(단고추류포함),탄저병,클로로탈로닐.메탈락실엠 액상수화제,Chlorothalonil+Metalaxyl-M,34.5(31.5+3)%,폴리오골드,Ⅳ급(저독성),Ⅰ급,살균,2005-03-29,카+가1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,신젠타코리아(주)
48-살균-2,제조,고추(단고추류포함),탄저병,테부코나졸 유제,Tebuconazole,25%,푸론트,Ⅳ급(저독성),Ⅲ급,살균,1990-10-08,사1,2000배,-,발병초 10일간격,경엽처리,수확2일전,2회,유제,(주)태준아그로텍
46-살균-248,제조,고추(단고추류포함),탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,푸름이,Ⅳ급(저독성),Ⅲ급,살균,2004-04-03,사1,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,(주)팜한농
52-살균-5,제조,고추(단고추류포함),탄저병,디페노코나졸 분산성액제,Difenoconazole,5%,푸리온,Ⅳ급(저독성),Ⅱ급,살균,2010-03-31,사1,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,분산성액제,(주)한얼싸이언스
51-살균-56,제조,고추,탄저병,프로피네브 수화제,Propineb,70%,프로랭스,Ⅳ급(저독성),Ⅱ급,살균,2015-03-05,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,아그리젠토(주)
14-살균-325,제조,고추(단고추류포함),탄저병,피라클로스트로빈 액상수화제,Pyraclostrobin,11%,프로키온,Ⅳ급(저독성),Ⅰ급,살균,2012-04-09,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,액상수화제,한국삼공(주)
50-살균-11,수입,고추(단고추류포함),탄저병,플루아지남 수화제,Fluazinam,50%,프로파티,Ⅳ급(저독성),Ⅰ급,살균,1993-04-13,다5,2000배,-,발병초 10일간격,경엽처리,수확5일전,4회,수화제,ISK바이오사이언스 코리아(주)
1-살균-39,수입,고추(단고추류포함),탄저병,플루아지남 수화제,Fluazinam,50%,프로파티,Ⅳ급(저독성),Ⅰ급,살균,2018-05-08,다5,2000배,-,발병초 10일간격,경엽처리,수확5일전,4회,수화제,(주)경농
36-살균-20,수입,고추(단고추류포함),탄저병,아족시스트로빈.플루아지남 액상수화제,Azoxystrobin+Fluazinam,42(12+30)%,프루락,Ⅳ급(저독성),Ⅱ급,살균,2014-11-04,다3+다5,2500배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,에프엠씨코리아(주)
21-살균-4,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,프리건,Ⅳ급(저독성),Ⅱ급,살균,2016-12-13,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)유일
4-살균-216,제조,고추(단고추류포함),탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,프린트,Ⅳ급(저독성),Ⅰ급,살균,2003-01-15,다3,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,액상수화제,바이엘크롭사이언스(주)
14-살균-390,제조,고추,탄저병,아족시스트로빈.플로릴피콕사미드 액상수화제,Azoxystrobin+Florylpicoxamid,16(8+8)%,플로빈,Ⅲ급(보통독성),Ⅰ급,살균,2023-03-02,다3+다4,2000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,한국삼공(주)
14-살균-390,제조,단고추류,탄저병,아족시스트로빈.플로릴피콕사미드 액상수화제,Azoxystrobin+Florylpicoxamid,16(8+8)%,플로빈,Ⅲ급(보통독성),Ⅰ급,살균,2023-03-02,다3+다4,2000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,한국삼공(주)
52-살균-138,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라미드,Ⅳ급(저독성),Ⅰ급,살균,2016-10-13,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)한얼싸이언스
70-살균-10,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라미드,Ⅳ급(저독성),Ⅰ급,살균,2019-08-23,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)한얼싸이언스
70-살균-10,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라미드,Ⅳ급(저독성),Ⅰ급,살균,2019-08-23,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)한얼싸이언스
52-살균-138,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라미드,Ⅳ급(저독성),Ⅰ급,살균,2016-10-13,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)한얼싸이언스
129-살균-8,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라클,Ⅳ급(저독성),Ⅰ급,살균,2017-09-20,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,(주)다보인터내셔널
129-살균-8,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,피라클,Ⅳ급(저독성),Ⅰ급,살균,2017-09-20,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,(주)다보인터내셔널
45-살균-84,제조,고추(단고추류포함),탄저병,피라클로스트로빈.플루아지남 액상수화제,Pyraclostrobin+Fluazinam,44(8+36)%,피라플루,Ⅳ급(저독성),Ⅰ급,살균,2018-05-31,다3+다5,2000배,-,발생초 10일간격,경엽처리,수확3일전,3회,액상수화제,선문그린사이언스(주)
2-살균-59,수입,고추(단고추류포함),탄저병,플루아지남 액상수화제,Fluazinam,41%,픽데이,Ⅳ급(저독성),Ⅰ급,살균,2020-01-20,다5,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,신젠타코리아(주)
74-살균-2,제조,고추(단고추류포함),탄저병,클로로탈로닐.테부코나졸 액상수화제,Chlorothalonil+Tebuconazole,46(23+23)%,필링업,Ⅳ급(저독성),Ⅰ급,살균,2018-02-28,카+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,아진케미칼(주)
78-살균-46,수입,고추,탄저병,베노밀 수화제,Benomyl,50%,하이베노밀,Ⅳ급(저독성),Ⅱ급,살균,2016-08-02,나1,1500배,-,발병초부터 10일간격,경엽처리,수확2일전,4회,수화제,(주)신농팜케미컬
76-살균-56,제조,고추,탄저병,베노밀 수화제,Benomyl,50%,하이베노밀,Ⅳ급(저독성),Ⅲ급,살균,2023-11-16,나1,1500배,-,발생초기,경엽처리,수확2일전,4회,수화제,(주)신농팜케미컬
63-살균-78,제조,고추,탄저병,베노밀 수화제,Benomyl,50%,하이베노밀,Ⅳ급(저독성),Ⅱ급,살균,2023-02-15,나1,1500배,-,발생초기,경엽처리,수확2일전,4회,수화제,(주)케이씨생명과학
99-살균-6,제조,고추,탄저병,플루아지남 액상수화제,Fluazinam,50%,하이에나,Ⅳ급(저독성),Ⅰ급,살균,2025-03-04,다5,2500배,-,발병 초부터,경엽처리,수확7일전,2회,액상수화제,(주)위즈팜
99-살균-6,제조,단고추류,탄저병,플루아지남 액상수화제,Fluazinam,50%,하이에나,Ⅳ급(저독성),Ⅰ급,살균,2025-03-04,다5,2500배,-,발병 초부터,경엽처리,수확7일전,2회,액상수화제,(주)위즈팜
63-살균-82,제조,고추,탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,하이지오판,Ⅳ급(저독성),Ⅱ급,살균,2023-02-15,나1,1500배,-,발생초기,경엽처리,수확3일전,3회,수화제,(주)케이씨생명과학
78-살균-23,수입,고추,탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,하이지오판,Ⅳ급(저독성),Ⅱ급,살균,2018-01-31,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)신농팜케미컬
63-살균-89,제조,고추,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2023-11-16,카,700배,-,발생초기,경엽처리,수확7일전,4회,수화제,(주)케이씨생명과학
76-살균-72,제조,고추,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2025-02-11,카,600배,-,발병 초부터,경엽처리,수확7일전,4회,수화제,(주)신농팜케미컬
78-살균-29,수입,고추(단고추류포함),탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2019-11-27,카,700배,-,발병초부터 10일간격,경엽처리,수확7일전,4회,수화제,(주)신농팜케미컬
85-살균-17,수입,고추(단고추류포함),탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2013-04-15,카,600배,-,발병초부터 10일간격,경엽처리,수확7일전,4회,수화제,(주)케이씨생명과학
76-살균-72,제조,단고추류,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2025-02-11,카,700배,-,발병 초부터,경엽처리,수확7일전,4회,수화제,(주)신농팜케미컬
63-살균-89,제조,단고추류,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,하이타로닐,Ⅳ급(저독성),Ⅰ급,살균,2023-11-16,카,700배,-,발생초기,경엽처리,수확7일전,4회,수화제,(주)케이씨생명과학
69-살균-42,제조,고추(단고추류포함),탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,해모루,Ⅳ급(저독성),Ⅰ급,살균,2020-06-30,다3,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,액상수화제,㈜이엑스아이디
46-살균-133,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,해모수,Ⅳ급(저독성),Ⅲ급,살균,1995-04-20,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)팜한농
51-살균-113,제조,고추,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,해법,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,카,1000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,아그리젠토(주)
51-살균-113,제조,단고추류,탄저병,클로로탈로닐 액상수화제,Chlorothalonil,53%,해법,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,카,1000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,아그리젠토(주)
6-살균-4,수입,고추(단고추류포함),탄저병,크레속심메틸 입상수화제,Kresoxim-methyl,50%,해비치,Ⅳ급(저독성),Ⅱ급,살균,2009-01-01,다3,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,입상수화제,에스비성보주식회사
127-살균-1,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,행운,Ⅳ급(저독성),Ⅱ급,살균,2019-08-23,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)하나바이오
46-살균-588,제조,고추(단고추류포함),탄저병,헥사코나졸.피라클로스트로빈 유탁제,Hexaconazole+Pyraclostrobin,11(1+10)%,헤드라인,Ⅲ급(보통독성),Ⅰ급,살균,2019-02-18,사1+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유탁제,(주)팜한농
46-살균-98,제조,고추(단고추류포함),탄저병,테부코나졸 유제,Tebuconazole,25%,호리쿠어,Ⅳ급(저독성),Ⅲ급,살균,1990-10-08,사1,2000배,-,발병초부터 10일간격,경엽처리,수확2일전,2회,유제,(주)팜한농
